IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	76.96375544075174	97.33160240774454	95.07394715483812	96.4625414935
Imagem 22	60.86238284673994	98.65143071036432	93.60265568838001	94.3091228509
Imagem 23	93.26642926513435	70.43062200956938	72.65221831793866	92.6760842205
Imagem 24	59.669960058860624	98.30124144231345	91.67759230474645	93.7535825523
Imagem 25	65.87198013814177	95.59153018397552	91.37715469575853	90.7240479219
Imagem 26	99.00851938895417	22.962406247265278	32.31208209740263	93.6744177663
Imagem 27	55.829495481145464	98.78212400474511	93.19259192501802	94.9278472204
Imagem 28	82.92744083999372	92.41364048306532	91.04843184042798	94.5913809348
Imagem 29	75.67302095459837	95.69237592309914	93.20686540198734	93.5202730364
Imagem 30	90.88011195770487	78.89984960872779	80.28880606096116	93.5454428603
Imagem 31	68.04201807989494	97.11581280739429	94.52148010617252	94.3529147016
Imagem 32	72.57914165330548	97.20663232618334	94.23045727366124	95.0952567845
Imagem 33	55.368659249481425	99.24595866584816	94.00527038897273	95.5413412518
Imagem 34	62.68995307498679	94.6016047573358	89.973181889888	88.7541734888
Imagem 35	89.61564159369834	89.69341329748734	89.68344474143255	95.6557673924
Imagem 36	48.07767752059631	99.36101549053356	91.10267772533234	94.6176955959
Imagem 37	70.5925409550366	97.26525663478378	93.81337735917144	94.8216452477
Imagem 38	67.58164414414415	97.9481345502495	94.05773643942092	95.4224861248
Imagem 39	98.93040552505755	40.548421117935355	47.98500426322841	95.1540486693
Imagem 40	95.46462406772828	76.55081546898369	78.67006355616385	95.8909671145
Médias	74.49477011179775	86.92969440688022	85.12375196154514	94.1745518614
