IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	96.34706911280153	67.49240607108628	70.69077464153666	91.6137195335
Imagem 22	93.5068437731778	69.05672932956247	72.32336699487419	88.9363586941
Imagem 23	95.22730425935346	61.4354066985646	64.72287335273977	84.4862610852
Imagem 24	90.9212739121295	75.96126134454238	78.52627784911355	90.1489633918
Imagem 25	90.33644205366521	64.1032114193148	67.82321000582259	85.8512750314
Imagem 26	93.64350763807285	67.51535305594021	70.72774308894638	88.71552946
Imagem 27	94.97905052113992	69.15940137069327	72.5193763518385	90.9355078304
Imagem 28	92.72841247453377	72.33544797352836	75.27030623429698	89.8230561745
Imagem 29	93.26615250291036	66.67560542926688	69.9769647696477	88.7907175846
Imagem 30	93.65184263722594	65.44467385485969	68.7149302097089	87.3456518549
Imagem 31	95.11640826220898	64.62627782011063	67.34699395681896	89.2718800844
Imagem 32	94.92151086915992	68.71274441967145	71.8800129774157	89.4727210837
Imagem 33	94.98774278710164	70.219459791283	73.17777427419536	90.5554424584
Imagem 34	90.63985829267534	65.97903904347184	69.55581096612805	84.2456677666
Imagem 35	95.59376868164715	70.35104952952125	73.58658955994176	91.5977616951
Imagem 36	94.19380149078069	71.13113166953528	74.84499517161088	91.3316356871
Imagem 37	94.49982572324852	71.51835770318863	74.4925300422215	90.5734890579
Imagem 38	96.17469031531532	69.49556584016341	72.91355764852277	91.1857911374
Imagem 39	95.60828758632903	71.25286928469508	74.35521489829155	89.9298097884
Imagem 40	96.48861116710341	68.34474549024794	71.49819991959491	90.179338271
Médias	94.14162020302902	68.54053685696239	71.74737514566334	89.2495288835
