IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	69.27551560021152	98.66478698966009	95.40716024889531	90.3151420463
Imagem 22	64.41912210909581	98.72213442022958	94.13910834451882	87.1962037119
Imagem 23	71.53031494242242	94.38247607655502	92.15928877051061	88.205030795
Imagem 24	59.273176371662814	99.12995720477001	92.29618616386205	82.9798504178
Imagem 25	52.95222331858548	97.74895599945302	91.39656331950657	81.3345700757
Imagem 26	66.84415393654524	98.09225732390958	94.25038263060233	87.8261812777
Imagem 27	61.66418504795872	98.69768598380655	93.87842465753424	86.9580780312
Imagem 28	63.46027268453221	98.95673066790313	93.84824960643773	86.7799134826
Imagem 29	66.97104190919674	98.14864474607037	94.27777777777779	88.1710480464
Imagem 30	68.60519359353134	97.61005327419643	94.24731497798349	87.568136893
Imagem 31	63.27963234180092	98.0475205589257	94.94508861980235	85.8283624251
Imagem 32	69.17111003393117	97.92470720893877	94.44990176817288	88.6266802643
Imagem 33	70.26588723364134	98.48987108655616	95.11880898218429	89.1803015451
Imagem 34	53.15267721184623	97.20485433822212	90.81558605458274	81.8423569612
Imagem 35	67.94668917255689	98.81139489194499	94.85524459449105	89.5969329525
Imagem 36	59.21649946757832	98.88500430292599	92.4970443038546	85.8878212192
Imagem 37	65.69536423841059	98.75387309713054	94.47556926852153	87.8531692299
Imagem 38	69.75295608108108	98.07741034723479	94.44862737318587	89.8006132015
Imagem 39	71.61678767487162	97.404719068594	94.11990273523323	89.356701077
Imagem 40	76.38379359000201	97.64923133272966	95.26648869133929	91.673641111
Médias	65.57382982797313	98.07011344598781	93.84463594444983	87.3490367382
