IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	95.99723386079812	70.12632038012748	72.99395797637298	91.7992030599
Imagem 22	92.92697727732453	71.18875811013142	74.09307521147315	89.0550720768
Imagem 23	94.99606900060121	62.83841706539075	65.96689507475378	84.2223571387
Imagem 24	90.34317847382805	78.16464472346235	80.25275393660877	90.4594170978
Imagem 25	89.445204825413	67.20365636866632	70.35761517664105	85.9781990929
Imagem 26	93.17347238542891	69.76284483246766	72.6411218413223	88.896877493
Imagem 27	94.59815090550227	71.8764407561088	74.8332732516222	91.1909072837
Imagem 28	92.2081178498668	74.56688515606888	77.10572728954004	89.9559524358
Imagem 29	92.58949359720606	68.95241140311069	71.88708220415538	88.6585447511
Imagem 30	93.1387031565853	67.42728964339425	70.4081954578847	87.241353243
Imagem 31	94.69723751325691	67.58517976071488	70.00446140881375	89.5724336046
Imagem 32	94.44423729445542	71.22626278157915	74.0321010796489	89.4526365489
Imagem 33	94.56911182349613	72.57366482504604	75.20079281064889	90.6837130501
Imagem 34	90.23276049597564	67.50682707210865	70.80296576747122	84.368548513
Imagem 35	95.06628687976931	72.47854410092027	75.37377680217438	91.6792798778
Imagem 36	93.7566552709746	73.70428141135973	76.93338628015486	91.4625860941
Imagem 37	93.96305332868596	73.83237131991005	76.43760600483563	90.8605988133
Imagem 38	95.83333333333334	71.985934793288	75.04114048178322	91.2671379963
Imagem 39	95.307242783779	73.26291953595137	76.07088237549794	90.0566587976
Imagem 40	96.23463011489619	70.63446844445349	73.50290677977586	90.1526960605
Médias	93.6760575085588	70.844906124213	73.69698586055897	89.3507086514
