IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	99.15388683236382	39.610136056836566	46.210208314545945	96.4847071259
Imagem 22	84.24246510687074	90.95148477790717	90.05513165836389	94.1953172115
Imagem 23	99.6300235859964	16.29435805422648	24.401722283960893	92.6754410167
Imagem 24	82.02648728190036	90.96514934828357	89.4325426325156	93.6815323476
Imagem 25	98.42760289015501	20.903678458350427	31.896944721531383	90.7001018032
Imagem 26	99.95593419506463	0.2970230772002615	12.54983227460913	93.6800478607
Imagem 27	85.8859378787354	91.53029667272754	90.79578226387888	94.8755835737
Imagem 28	98.40463877135245	40.3191982633254	48.67857803358699	94.5919666641
Imagem 29	96.12558207217695	51.58422377160774	57.11427280939476	93.4886676983
Imagem 30	99.46353599751205	14.878539930157272	24.685076100036508	93.5247633321
Imagem 31	96.46482500883793	61.70151705574413	64.8035402856203	94.2937468732
Imagem 32	97.46448413438235	55.79559724251044	60.83118545087507	95.0445499646
Imagem 33	77.5108429191024	96.4865970943319	94.22014009324535	95.5137944435
Imagem 34	87.58196339227446	69.82539565387007	72.40078426069907	88.4731305783
Imagem 35	99.74329218975278	10.110640057905076	21.59949877623875	95.5254092
Imagem 36	82.44129350445553	93.35197934595524	91.59499291535428	94.4997932188
Imagem 37	91.48483792262113	82.6744318593975	83.8146403955108	94.733802606
Imagem 38	95.94946509009009	72.20363523541123	75.24582846786083	95.2944224522
Imagem 39	99.98583318576235	0.22023698740616665	12.92818377446845	95.0745708607
Imagem 40	99.98387421890747	0.9060201247367403	12.00746231575714	95.8133699451
Médias	93.59634030891571	50.03050695339455	55.2633173914027	94.1082359388
