IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	20.35553024447789	99.97870150154414	91.15294435927495	95.422762053
Imagem 22	20.625716404827728	99.99636083846282	89.39211040745178	92.2389972801
Imagem 23	23.548998751329602	99.9546451355662	92.52147230983114	92.7456749925
Imagem 24	18.428105949127602	99.9972811162649	86.01157892365569	92.9022072916
Imagem 25	12.808352166024765	99.95529468690503	87.59743806166526	88.6208117118
Imagem 26	22.679200940070505	99.90322298351188	90.40872623514062	93.1393646427
Imagem 27	14.938190380553342	99.93369284245315	88.8730173035328	92.8022321449
Imagem 28	20.918351355586896	99.99736548148461	88.61669064878008	92.2083729783
Imagem 29	17.92054714784633	99.9845290647304	89.79584462511292	91.0695153776
Imagem 30	21.466334940133727	99.97909816216767	90.87655884513632	92.1999122585
Imagem 31	17.54961870612595	99.96536402410663	92.61118596864397	93.3350906822
Imagem 32	22.49524590775197	99.97488531816201	90.61165083542113	93.3548218663
Imagem 33	22.515557231755608	99.98465316144875	90.73177323813599	94.4651992951
Imagem 34	11.622486714938313	99.9841843889375	87.16832307935005	86.1790335816
Imagem 35	20.30101628160495	99.98655774997415	89.77269141834606	93.1175179712
Imagem 36	15.613966261278932	99.88328313253012	86.31309621580642	92.6246276433
Imagem 37	20.24747298710352	99.98238323713198	89.6634008155606	93.3021136384
Imagem 38	16.15990990990991	99.85986503606796	89.13665853625548	94.2576799213
Imagem 39	21.7602266690278	99.92348574146452	89.96720246500318	93.6473209871
Imagem 40	26.216488611167104	99.95218085809924	91.69026872467579	94.6921693422
Médias	19.408565878032125	99.95885172305069	89.64563165083901	92.616271283
