IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	73.1684497416914	97.96954314720813	95.22048877265759	96.254042704
Imagem 22	67.27462746948957	98.0967185160539	93.97875809633626	94.4218500308
Imagem 23	72.66799241548352	92.78857655502392	90.8311324871886	92.57524866
Imagem 24	61.98234181206643	98.49536974099914	92.23491248225992	93.8658984062
Imagem 25	57.042365598242995	97.48650951434252	91.75133490708686	90.529748762
Imagem 26	69.78921856639248	97.36797401434153	93.97723630092148	93.6351303919
Imagem 27	65.64285466948301	98.1387373666734	93.909967555876	94.9002021853
Imagem 28	66.57577182259834	98.44616097961936	93.8595264622699	94.3543628867
Imagem 29	69.7104190919674	97.47050208341929	94.02393857271906	93.4103328152
Imagem 30	71.34582491058933	96.81476383472254	93.86196981237521	93.4277888476
Imagem 31	67.62284733094288	96.874350575452	94.26416046651013	94.2941427554
Imagem 32	72.02356538275103	97.55054970400553	94.46567293307618	94.9962656576
Imagem 33	73.35470488402791	97.78596275833846	94.86790243023492	95.4924864062
Imagem 34	58.9141987010162	95.76247060932278	90.4180470105695	89.8550727043
Imagem 35	70.78454126665963	98.28301106400579	94.75833532410518	95.8269260103
Imagem 36	62.18404976741579	98.6440404475043	92.77275886031967	94.7877611538
Imagem 37	68.88811432554898	97.99427973346873	94.2274728447187	94.9771403873
Imagem 38	73.02927927927928	97.45895493445718	94.32915090554145	95.6322986596
Imagem 39	74.27306534443066	96.61114213040511	93.76576153891267	95.2561579652
Imagem 40	78.01249748034671	97.29567491122936	95.13503990893444	96.0027414542
Médias	68.7143364930212	97.36676463102964	93.63267838363069	94.2247799422
