IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	99.90237155758044	1.463511108181159	12.37487600324646	41.8819720037
Imagem 22	99.89548917807296	1.5029737148560973	14.648625762339313	45.6570495464
Imagem 23	99.74101651019748	6.365131578947368	15.449265059861517	56.7144649447
Imagem 24	99.7976665965945	1.4094693282725845	18.27893041382262	49.2314814137
Imagem 25	99.74854378202885	1.2038877844046831	15.177995134303163	44.7438589169
Imagem 26	99.81639247943596	2.0734990553945463	14.090738759238441	48.1930343664
Imagem 27	99.78184840195297	1.3567066063685953	14.165014419610669	42.7765397968
Imagem 28	99.68343519824478	1.3715303391152234	15.520111144691082	45.9607229597
Imagem 29	99.73079161816065	1.2644911093691984	13.489611562782294	45.8253351265
Imagem 30	99.72788057844815	2.5158675537202724	13.786343006773963	49.1520275481
Imagem 31	99.98484925003788	0.9089469673729107	9.749755523809952	37.3932787598
Imagem 32	99.79119281106678	1.5181568898798081	13.394225050017122	45.1245766
Imagem 33	99.84914199509711	1.5484960098219767	13.289488501993288	43.831908544
Imagem 34	99.7389601914292	2.696561686155014	16.77146012214635	50.3320231043
Imagem 35	99.93318563842881	1.122944886774894	13.788160842344393	43.027240978
Imagem 36	99.84587793532478	1.4328743545611016	17.28066929595769	45.8314662095
Imagem 37	99.83617985360753	1.4772173804909896	14.206452311356502	47.0101294418
Imagem 38	99.9683277027027	1.2534581275693564	13.90029801488722	45.6866637545
Imagem 39	99.78395608287587	2.0886324627251485	14.53287197231834	48.112404532
Imagem 40	99.96371699254183	1.6487429670251408	12.664706227781316	42.725412726
Médias	99.82604121769147	1.8111549955503041	14.327979956464086	45.9605795636
