IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	57.09636740837164	99.27483683828862	94.59960321038866	96.2988377048
Imagem 22	52.08010248803182	99.53366744302113	93.19367247110543	94.2771439779
Imagem 23	59.23322388197752	97.45165470494418	93.73354989359453	92.7449738071
Imagem 24	48.29461845701072	99.58727344901277	90.79272825572751	93.8788380738
Imagem 25	40.96508259859311	98.88289311748557	90.66986833731285	90.3847401459
Imagem 26	55.772620446533494	98.93545281863061	93.62869255461797	93.7156355332
Imagem 27	48.46428200422452	99.26077879828638	92.65050468637347	94.7787064314
Imagem 28	51.835135558689856	99.614306489346	92.73815591831948	94.274925593
Imagem 29	55.84618742724098	99.10423284788976	93.73351400180668	93.2067857249
Imagem 30	57.61545638314415	98.75965435497437	93.98951680871104	93.3567940056
Imagem 31	51.31053987172365	98.72589088677995	94.49489191223192	94.3697987872
Imagem 32	58.41753980387039	99.08152020706798	94.16737261404805	94.8665466272
Imagem 33	59.14010937205355	99.20094127276448	94.41609045248767	95.5021455766
Imagem 34	41.32198017340502	98.85125944982761	90.50729046942962	89.5387709436
Imagem 35	55.91307099905053	99.43180643159963	93.8536985535728	95.6179296135
Imagem 36	46.612116796502825	99.44384681583477	90.93616598828551	94.6701388177
Imagem 37	54.234925060996865	99.45491663126043	93.60272094114251	94.9746287263
Imagem 38	56.08460022522522	98.98699485482328	93.49056135905609	95.5373171166
Imagem 39	59.46874446608818	98.64962673449553	93.6588424770936	95.1239364256
Imagem 40	65.6601491634751	98.87675887960768	95.15491532620528	95.8896509483
Médias	53.76834262931045	99.05541565129705	93.20061781157554	94.150412229
