IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	32.119757556034656	99.98833653655988	92.46550635765173	67.6627325965
Imagem 22	32.96136470905536	99.9792047912161	91.02534074427739	67.0498521335
Imagem 23	38.648661147851826	99.74531499202551	93.80148742705714	73.0639734148
Imagem 24	31.0989068740803	99.98912446505962	88.17733324322498	65.4933390018
Imagem 25	19.728172645383076	99.85115760463673	88.48933202738873	59.9502005652
Imagem 26	36.09356639247944	99.77967785608021	91.94963271976992	70.3030140919
Imagem 27	24.408739914816994	99.93472889178983	90.10634462869503	62.9235268111
Imagem 28	32.62184610562608	99.98630050371993	90.29152927697311	67.5923662109
Imagem 29	32.17403958090803	99.9515244028219	91.53658536585367	68.6968764434
Imagem 30	36.30073083501788	99.83278529734139	92.46706538248326	70.5375601914
Imagem 31	24.11494368971264	99.95992122789482	93.19207040914273	61.6220829696
Imagem 32	37.62258100600321	99.88980292662926	92.36495376795659	71.2593284874
Imagem 33	35.08957194041109	99.9462860650706	92.19982432036757	68.6268062416
Imagem 34	17.35914726995867	99.9261938150417	87.95078088026503	55.2892626934
Imagem 35	32.91838098252277	99.9488160479785	91.35704530395705	67.395038721
Imagem 36	27.456145267051507	99.84778399311531	88.1903017066325	63.6861221196
Imagem 37	32.49564308121297	99.95543995274562	91.22505503229765	67.4042684994
Imagem 38	31.204251126126124	99.82263360653619	91.03160039855545	66.082429915
Imagem 39	38.14414733486807	99.71772442459209	91.87460243703279	70.7142818561
Imagem 40	44.65631929046563	99.79753171833508	93.61908762800446	75.7176596148
Médias	31.860845837479314	99.8925144559595	91.16577395287933	67.0535361289
