IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	99.95118577879022	0.6856088074362187	11.688610334565785	96.3426701139
Imagem 22	99.96628683163644	0.6727250041590418	13.938760618699723	94.3610749254
Imagem 23	99.88900707579892	5.078748006379586	14.302425504919846	92.4290388732
Imagem 24	99.97897834769813	0.6857024779906361	17.710346691897005	93.776364556
Imagem 25	99.94588916828468	0.6937212702620257	14.768157218879626	90.7767545543
Imagem 26	99.89717978848414	1.4521700186862005	13.555733138293311	93.6694472983
Imagem 27	99.92382007687247	0.5263130630280614	13.461157173756307	94.9720378781
Imagem 28	99.94358251057828	0.5474529474993151	14.852070205193668	94.5748957934
Imagem 29	99.90905122235158	0.7678740872148191	13.076784101174347	93.6223263431
Imagem 30	99.91058933291868	1.5135989396140808	12.92145719063093	93.5489102458
Imagem 31	99.98989950002525	0.41513691106470996	9.300460110949379	94.0830079116
Imagem 32	99.97389910138335	0.6944978344993721	12.6921829094645	95.1697319372
Imagem 33	99.98491419950972	0.6148966646204216	12.483614495821978	95.4987752916
Imagem 34	99.8601572454085	2.086079099142794	16.267099362224776	89.7317759947
Imagem 35	99.99648345465415	0.45807052011167404	13.216621517463953	95.7400149066
Imagem 36	99.94115339348765	0.6217728055077453	16.61552485041019	94.6921774545
Imagem 37	99.95468804461484	0.679799790671406	13.527570278950598	94.7559080079
Imagem 38	99.98944256756756	0.6618920805646766	13.387225485908541	95.459085233
Imagem 39	99.94333274304941	1.060859854829704	13.656316119514758	95.2007166854
Imagem 40	99.99193710945374	0.6435235585581002	11.775281304911486	95.93379495
Médias	99.94707387462839	1.0280221870920296	13.659869930681532	94.2169254477
