IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	45.05145832485864	99.65871691760016	93.60582559292993	96.3020319143
Imagem 22	40.15912615467602	99.86535102312428	91.88834938337222	94.3587610273
Imagem 23	70.92910326966656	93.94437799043062	91.70532207339953	92.7742664877
Imagem 24	40.49033003994114	99.74442492890118	89.58482575296794	93.8837156109
Imagem 25	33.364102237642044	99.23422428392608	89.89352338739161	90.5188689839
Imagem 26	83.43492949471211	91.4264829276077	90.4439417950003	93.7034617065
Imagem 27	30.222653138959103	99.67882470563248	90.64032083633742	94.7975885821
Imagem 28	59.90910515593168	99.09267182329758	93.45355965231198	94.4940782943
Imagem 29	54.903958090803265	99.13878460332522	93.64679313459801	93.2994099296
Imagem 30	72.8774685118955	96.40998190206724	93.68169137232456	93.4810340204
Imagem 31	40.18483914953791	99.42603239948144	94.13978179655075	94.242773975
Imagem 32	44.528133040008946	99.64070628635862	92.98047980389683	94.9143159148
Imagem 33	33.30567603243447	99.88029465930019	91.92864704160003	95.5286821985
Imagem 34	38.42257372820784	99.12803264342124	90.323394857233	88.2138143137
Imagem 35	67.39459155325808	98.68110846861752	94.67089161036164	95.7077805469
Imagem 36	26.70795269853724	99.74558950086059	87.98407985343357	94.5747758882
Imagem 37	50.01045660508888	99.59222375361404	93.17554400779474	94.9861684229
Imagem 38	32.654138513513516	99.59665951340591	91.02032903368334	95.5603084095
Imagem 39	81.6398087480078	94.28934797444009	92.67807437416258	95.2659035093
Imagem 40	76.85547268695827	97.52205276384466	95.2064107254979	95.9637717667
Médias	51.152293858731944	98.28479445346285	92.1325893042424	94.1285755751
