IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	44.46568767034129	99.68204384448039	93.5616376589413	96.3106205446
Imagem 22	39.852336322567595	99.86951006488106	91.85096435359932	94.2995262656
Imagem 23	70.76723858853998	94.14423843700159	91.86999185649434	92.8209163572
Imagem 24	40.18814378810174	99.75258158010647	89.53977157531932	93.8976209336
Imagem 25	33.5964605150078	99.22738700074683	89.92060518797025	90.4863076451
Imagem 26	83.21460047003525	91.73894914573692	90.69090219555471	93.7429756733
Imagem 27	30.229578586516155	99.68711310032585	90.64843186733958	94.7443721173
Imagem 28	59.178812098417175	99.16433072691635	93.40980545168318	94.5092841275
Imagem 29	54.88213038416764	99.15631832996411	93.6594399277326	93.2255146293
Imagem 30	72.82693204789302	96.43853075374066	93.70107130463	93.4757293876
Imagem 31	40.04848239987879	99.47105916814282	94.16862322726597	94.1583058065
Imagem 32	44.56914873783512	99.64480664257708	92.98904129341577	94.8872361285
Imagem 33	33.15104657740902	99.88592183343565	91.91513322372126	95.5319079671
Imagem 34	38.41635849467044	99.12592389527957	90.32069050999482	87.7697768987
Imagem 35	67.35239300910784	98.69972081480715	94.68170938938145	95.621491711
Imagem 36	26.97696575687945	99.74774096385542	88.02920498542458	94.4673285685
Imagem 37	50.10108051585919	99.59636887428886	93.19088087762982	94.9696110841
Imagem 38	32.6295045045045	99.59924502934561	91.01942732449358	95.5067273039
Imagem 39	81.88064459004781	94.14614223380275	92.58378710023774	95.2437421637
Imagem 40	76.77484378149566	97.5479971918972	95.22041386039326	95.9247740647
Médias	51.055119441963775	98.31629648156661	92.14857665856114	94.0796884689
