IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	33.96249440670382	99.90162122141818	92.59265939219046	71.9044559669
Imagem 22	33.480547501854225	99.96776742638495	91.08479645427767	73.4980046667
Imagem 23	61.966424640429175	97.36094497607655	93.91756612661577	86.9028724578
Imagem 24	32.79903300399412	99.91245194372999	88.405307382127	71.6244499663
Imagem 25	26.975841105134162	99.61606025224316	89.31532694503748	67.6198883474
Imagem 26	74.48957109283197	96.6673701875312	93.94066629645181	93.2701015602
Imagem 27	23.657328854877246	99.84303852549459	89.92880317231435	71.3768119637
Imagem 28	49.59410750666039	99.70651463738487	92.49457583234472	82.791544291
Imagem 29	53.81257275902212	99.40075910722389	93.74074074074073	82.7053216927
Imagem 30	67.00357642668325	97.89044378170324	94.30951103980098	87.9716716029
Imagem 31	32.40745416898137	99.83770571295682	93.8207234692636	70.2518508532
Imagem 32	34.60606286587867	99.90927961866687	92.01753753537247	74.5509935694
Imagem 33	25.743918536677352	99.9780028647432	91.11151152052975	79.662274272
Imagem 34	32.98735199975139	99.44803517391901	89.80866743289837	77.474439123
Imagem 35	63.041108415093014	99.19398200806535	94.56000937540848	87.5079165904
Imagem 36	24.071064282912065	99.83003442340792	87.63029881862404	73.956028001
Imagem 37	43.93168351341931	99.7974072270179	92.56748222727437	80.3594254418
Imagem 38	17.94411599099099	99.84176642449	89.34946190504101	63.7703281368
Imagem 39	64.32087834248273	98.42473685298923	94.0806539657047	89.182170079
Imagem 40	71.05825438419674	98.46571774497136	95.39477547554195	90.9352476928
Médias	43.39266948992871	99.24968200552091	92.00355375537798	78.8657898138
