IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	67.37176097303015	98.66681541808445	95.19794390837767	96.3425894982
Imagem 22	61.42876407524779	98.85002495425054	93.85038781338115	94.2644304948
Imagem 23	67.94616843176247	94.99950159489633	92.36760054529994	92.7628102121
Imagem 24	56.92400672692873	99.09080527898466	91.86096280777635	93.8871045277
Imagem 25	50.97240347582519	98.13815519580928	91.44982419397792	90.4199381816
Imagem 26	64.6261750881316	98.21786153679844	94.0878492774038	93.7574997417
Imagem 27	59.26105474566293	98.73446573525831	93.59769286229272	94.7991430059
Imagem 28	60.924619965522645	99.10689822328071	93.61188670819557	94.3290671408
Imagem 29	64.48995925494762	98.3198564297207	94.1196928635953	93.2275220012
Imagem 30	66.47099984450318	97.76299355101833	94.13509164905196	93.3785390839
Imagem 31	61.81505984546235	97.9203570474315	94.69858451665817	94.3742897419
Imagem 32	67.18371303926321	98.28963891238051	94.53056001153548	94.8861987032
Imagem 33	68.39147652272298	98.5440965827706	94.94267888916417	95.5238738021
Imagem 34	51.5740078933466	97.46212161150532	90.8065715637888	89.4922056852
Imagem 35	65.30224707247599	98.89773549788026	94.59156123088296	95.5907428382
Imagem 36	55.9939472061873	99.11897590361446	92.17439961011887	94.6584521447
Imagem 37	63.26594632276055	98.81501362708421	94.2143913969182	94.9686192765
Imagem 38	66.93412162162163	98.25943066939008	94.2461936600827	95.5099549406
Imagem 39	68.85071719497078	97.60892942076639	93.94576451640553	95.1055801115
Imagem 40	73.89236041120742	98.0617986101926	95.35366949891363	95.8748129803
Médias	63.18097548557904	98.2432737900559	93.68916537619104	94.1576687056
