IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	76.796973518285	97.73221702155712	95.41166922175128	93.000663059
Imagem 22	71.7382509608253	97.49677674263849	94.05532984406389	89.6477707648
Imagem 23	77.4776857975304	91.1951754385965	89.86066056878563	89.2046757779
Imagem 24	65.85032583561068	98.35072512629215	92.7782658647023	87.067914491
Imagem 25	60.76646401629691	96.65446474591603	91.56537320978015	85.1815213917
Imagem 26	73.13454759106934	96.89541390191546	93.97407593016483	90.1718118746
Imagem 27	69.62844973856436	97.7491828160857	94.08976207642394	90.8194770313
Imagem 28	70.67230841560884	97.98090500980041	94.0507819371834	89.9831000406
Imagem 29	73.30471478463329	96.92901934898305	93.9959349593496	90.2769806695
Imagem 30	74.5723837661328	96.12704238994672	93.62805853640948	89.676485723
Imagem 31	70.01666582495834	96.94758092448367	94.54446312127371	89.6861377084
Imagem 32	75.36820910548492	96.65513441480229	94.08265892828176	91.2526263929
Imagem 33	76.25872147840845	97.43861264579496	94.90889434446721	91.4854349444
Imagem 34	61.65822430777836	94.98170660987105	90.14851373583035	84.6308292565
Imagem 35	74.79340296093118	97.8962878709544	94.9350257147622	92.3591964571
Imagem 36	67.18881354032393	97.99537435456111	93.03448462586753	89.929572075
Imagem 37	72.54444057162775	97.66888776049493	94.41737938002959	90.886520708
Imagem 38	76.96016328828829	96.79654575070455	94.25521075198037	92.392803996
Imagem 39	77.98831237825394	96.05072688545609	93.74997180404488	91.5981269081
Imagem 40	81.59645232815964	96.33623978756091	94.6846810221385	93.2834219993
Médias	72.41577551043858	96.79390097732079	93.60855977886453	90.1267535635
