IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	75.77187487287964	97.5400234283483	95.12715303453874	96.4670040278
Imagem 22	60.10383655855978	98.72265430044918	93.56301854837983	94.2985941022
Imagem 23	92.86870462008046	71.80671850079744	73.8557474703392	92.6851965308
Imagem 24	58.97099011982342	98.40510280099403	91.64380167150999	93.7537396225
Imagem 25	64.66244389979947	95.85871017282548	91.43492920365965	90.7186826381
Imagem 26	98.85796122209166	26.165313675930836	35.1026894755139	93.6811671274
Imagem 27	54.918799127393605	98.83081832356856	93.1164383561644	94.9207037842
Imagem 28	82.0122237893747	92.97795434906317	91.39981866815822	94.5946742357
Imagem 29	74.69805005820722	96.00540451338752	93.35998193315267	93.509549371
Imagem 30	90.40973410045095	80.1503912722082	81.3398293664565	93.5433752375
Imagem 31	67.0875208322812	97.29888867997349	94.603047277414	94.3486680232
Imagem 32	71.8706886908535	97.35168242741088	94.27236351183288	95.0872237828
Imagem 33	54.7086554780313	99.28125639451606	93.95752156580103	95.5443958987
Imagem 34	61.90061841573697	94.85254578619403	90.07324273770085	88.6876463644
Imagem 35	88.85958434434012	90.47771688553408	90.27030925325774	95.640956195
Imagem 36	47.24822059070784	99.38360585197935	90.98805989007518	94.6019831215
Imagem 37	69.93377483443709	97.40100933688433	93.84630652087618	94.8196922894
Imagem 38	66.54349662162163	98.06086304522067	94.02302063561481	95.4111734826
Imagem 39	98.82061271471578	42.987054614636975	50.099024194385166	95.1484898236
Imagem 40	94.94053618222132	78.74591756793879	80.56048676703752	95.8838103937
Médias	73.7594163536804	87.61518159639306	85.63183950409342	94.1673363026
