IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	41.898873205060404	99.78650790833532	93.370006312562	96.065747057
Imagem 22	39.33315352976873	99.91525952420562	91.82123649859919	93.5525456034
Imagem 23	46.575405817879115	99.27332535885168	94.14657410365199	92.8656510907
Imagem 24	37.11898255202859	99.87058113420953	89.11130634588092	93.5693227742
Imagem 25	27.787503580863866	99.55820631764965	89.38077462976922	89.6701391392
Imagem 26	43.66921269095182	99.54442734259578	92.67471206764999	93.5643445752
Imagem 27	33.67498874614772	99.68711310032585	91.09679163662581	94.0595770404
Imagem 28	39.222692367967404	99.89672687419647	91.16480899261592	93.5091223637
Imagem 29	42.33847497089639	99.74060398531293	92.61382113821138	92.363424912
Imagem 30	44.199968900637536	99.57941423873977	93.15888389617764	92.923117316
Imagem 31	37.184990657037524	99.56259710443241	93.9964759376845	94.1752792514
Imagem 32	45.579626384279806	99.67965967043388	93.14179629062201	94.2852973971
Imagem 33	45.287573071846126	99.78207489257213	93.27327192053875	95.1852297237
Imagem 34	27.173001025513532	99.69897620277722	89.17990670002028	88.3332002076
Imagem 35	41.82227379822063	99.80043428807775	92.36895838310262	94.7069985674
Imagem 36	34.47570475816847	99.69610585197934	89.19343339079266	93.9813355295
Imagem 37	40.787730916695715	99.8404128540192	92.19804409801162	94.4990681353
Imagem 38	40.79391891891892	99.5263334798459	92.00183948674713	95.0960119279
Imagem 39	45.52505755268284	99.47784188431872	92.60544159377072	94.5932679438
Imagem 40	53.0296311227575	99.58234557978166	94.36622263177628	95.4477007814
Médias	40.37393822841614	99.67494737963305	92.04321530274053	93.6223190668
