IMAGEM	SENSIBILIDADE	ESPECIFICIDADE	EXATIDÃO	AUC 
Imagem 21	99.96338933409267	0.733783982514947	11.732798268554422	45.0283153308
Imagem 22	99.97302946530915	1.028842954583264	14.248200563928402	47.2817418082
Imagem 23	99.83351061369838	5.756080542264753	14.908464296801538	56.028055768
Imagem 24	99.89751944502838	0.8618861440247092	17.84235543240747	51.6603270761
Imagem 25	99.88859534646846	0.6437565085676418	14.717153161123173	47.713252518
Imagem 26	99.88983548766157	1.4768790441725308	13.576501288979786	49.7821275474
Imagem 27	99.92382007687247	0.578115529861532	13.506218457101657	46.294366187
Imagem 28	99.86835919134933	0.8051088583050562	15.061819723671924	47.2082723951
Imagem 29	99.82174039580907	0.9158793679607244	13.19557362240289	47.6931152385
Imagem 30	99.83284092676101	1.9321454971833498	13.282464766832373	51.3359321488
Imagem 31	99.99494975001262	0.3369585654768384	9.229708476226099	43.4708528776
Imagem 32	99.92915470375479	0.8272468670715769	12.803482273210648	46.0287097806
Imagem 33	99.93211389779371	0.7801309596889707	12.622806819973423	45.5549247522
Imagem 34	99.8011125268032	2.0939869046740403	16.265296464065987	52.5374952731
Imagem 35	99.96483454654148	0.6669424051287354	13.394664130498473	45.3956450678
Imagem 36	99.91873563862579	0.8960843373493976	16.842053013005064	47.5998640019
Imagem 37	99.91983269431857	0.9554503155473114	13.763036339359822	48.9320530562
Imagem 38	99.98944256756756	0.8113349018796701	13.51752246383019	48.7072715649
Imagem 39	99.88666548609882	1.4718655003412122	14.00775050414368	49.8072399713
Imagem 40	99.98387421890747	0.9940276944051604	12.08560884275383	43.3551354948
Médias	99.9106678156737	1.228325344050071	13.830173945443544	48.0707348929
